,Year,team_x,team_y,pred,proba,team_x_name,team_y_name
0,2017,1112,1116,1,0.9,Arizona,Arkansas
1,2017,1112,1124,1,0.71,Arizona,Baylor
2,2017,1116,1124,0,0.43,Arkansas,Baylor
3,2017,1112,1137,0,0.54,Arizona,Bucknell
4,2017,1116,1137,0,0.47,Arkansas,Bucknell
5,2017,1124,1137,1,0.93,Baylor,Bucknell
6,2017,1112,1139,1,0.71,Arizona,Butler
7,2017,1116,1139,0,0.12,Arkansas,Butler
8,2017,1124,1139,1,0.55,Baylor,Butler
9,2017,1137,1139,1,0.63,Bucknell,Butler
10,2017,1112,1153,1,0.69,Arizona,Cincinnati
11,2017,1116,1153,0,0.39,Arkansas,Cincinnati
12,2017,1124,1153,1,0.77,Baylor,Cincinnati
13,2017,1137,1153,0,0.12,Bucknell,Cincinnati
14,2017,1139,1153,0,0.29,Butler,Cincinnati
15,2017,1112,1166,1,0.71,Arizona,Creighton
16,2017,1116,1166,1,0.53,Arkansas,Creighton
17,2017,1124,1166,1,0.59,Baylor,Creighton
18,2017,1137,1166,0,0.23,Bucknell,Creighton
19,2017,1139,1166,0,0.34,Butler,Creighton
20,2017,1153,1166,1,0.72,Cincinnati,Creighton
21,2017,1112,1173,1,0.7,Arizona,Dayton
22,2017,1116,1173,0,0.46,Arkansas,Dayton
23,2017,1124,1173,0,0.09,Baylor,Dayton
24,2017,1137,1173,0,0.27,Bucknell,Dayton
25,2017,1139,1173,1,0.37,Butler,Dayton
26,2017,1153,1173,1,0.62,Cincinnati,Dayton
27,2017,1166,1173,1,0.82,Creighton,Dayton
28,2017,1112,1181,0,0.5,Arizona,Duke
29,2017,1116,1181,0,0.55,Arkansas,Duke
30,2017,1124,1181,0,0.13,Baylor,Duke
31,2017,1137,1181,0,0.34,Bucknell,Duke
32,2017,1139,1181,0,0.41,Butler,Duke
33,2017,1153,1181,1,0.59,Cincinnati,Duke
34,2017,1166,1181,1,0.73,Creighton,Duke
35,2017,1173,1181,1,0.76,Dayton,Duke
36,2017,1112,1190,0,0.45,Arizona,ETSU
37,2017,1116,1190,1,0.77,Arkansas,ETSU
38,2017,1124,1190,0,0.21,Baylor,ETSU
39,2017,1137,1190,1,0.74,Bucknell,ETSU
40,2017,1139,1190,1,0.6,Butler,ETSU
41,2017,1153,1190,0,0.34,Cincinnati,ETSU
42,2017,1166,1190,1,0.94,Creighton,ETSU
43,2017,1173,1190,0,0.39,Dayton,ETSU
44,2017,1181,1190,1,0.55,Duke,ETSU
45,2017,1112,1195,0,0.35,Arizona,FL Gulf Coast
46,2017,1116,1195,0,0.16,Arkansas,FL Gulf Coast
47,2017,1124,1195,0,0.28,Baylor,FL Gulf Coast
48,2017,1137,1195,0,0.18,Bucknell,FL Gulf Coast
49,2017,1139,1195,0,0.29,Butler,FL Gulf Coast
50,2017,1153,1195,1,0.5,Cincinnati,FL Gulf Coast
51,2017,1166,1195,1,0.96,Creighton,FL Gulf Coast
52,2017,1173,1195,1,0.63,Dayton,FL Gulf Coast
53,2017,1181,1195,1,0.71,Duke,FL Gulf Coast
54,2017,1190,1195,1,0.76,ETSU,FL Gulf Coast
55,2017,1112,1196,1,0.82,Arizona,Florida
56,2017,1116,1196,0,0.19,Arkansas,Florida
57,2017,1124,1196,0,0.21,Baylor,Florida
58,2017,1137,1196,0,0.42,Bucknell,Florida
59,2017,1139,1196,0,0.43,Butler,Florida
60,2017,1153,1196,1,0.57,Cincinnati,Florida
61,2017,1166,1196,1,0.97,Creighton,Florida
62,2017,1173,1196,0,0.32,Dayton,Florida
63,2017,1181,1196,0,0.38,Duke,Florida
64,2017,1190,1196,1,0.82,ETSU,Florida
65,2017,1195,1196,0,0.18,FL Gulf Coast,Florida
66,2017,1112,1199,0,0.31,Arizona,Florida St
67,2017,1116,1199,0,0.4,Arkansas,Florida St
68,2017,1124,1199,0,0.17,Baylor,Florida St
69,2017,1137,1199,0,0.14,Bucknell,Florida St
70,2017,1139,1199,0,0.15,Butler,Florida St
71,2017,1153,1199,0,0.44,Cincinnati,Florida St
72,2017,1166,1199,1,0.55,Creighton,Florida St
73,2017,1173,1199,1,0.6,Dayton,Florida St
74,2017,1181,1199,0,0.49,Duke,Florida St
75,2017,1190,1199,1,0.85,ETSU,Florida St
76,2017,1195,1199,0,0.06,FL Gulf Coast,Florida St
77,2017,1196,1199,0,0.16,Florida,Florida St
